userSeq,placeSeq,rating,timestamp
3,9502,5 ,1298862418
3,10619,5 ,1298862121
3,11022,3 ,1298861589
3,7409,5 ,1298862167
3,14752,3 ,1298923242
3,3639,3 ,1298862528
3,14482,3 ,1298922100
3,2868,3 ,1298923247
3,4311,3 ,1298921840
3,14330,2 ,1298923260
3,14394,4 ,1298932787
3,5033,4 ,1298863157
3,12753,3 ,1298861687
3,685,5 ,1298932770
3,7863,3 ,1298921795
3,3260,4 ,1298861628
3,767,3 ,1298861605
3,12923,4 ,1298861658
3,10229,4 ,1298922089
3,7440,5 ,1298923236
3,13172,4 ,1298863143
3,5838,4 ,1298921862
3,8483,4 ,1298861753
3,4575,3 ,1298861789
3,10698,3 ,1298862710
3,1490,4 ,1298861796
3,2451,3 ,1298924017
3,5978,4 ,1298922057
3,2845,4 ,1298861733
3,3639,4 ,1298921825
3,13326,5 ,1298862874
3,9308,3 ,1298861968
3,8475,4 ,1298861633
3,2668,5 ,1298863174
3,10075,3 ,1298923266
3,11464,4 ,1298862672
4,10362,4 ,949810645
4,3768,5 ,949919556
4,13252,5 ,949810582
4,1515,5 ,949919681
4,1008,4 ,949811346
4,14713,3 ,949811346
4,8982,3 ,949920047
4,12784,5 ,949779042
4,9228,4 ,949778802
4,8747,5 ,949895708
4,12453,3 ,949810618
4,9709,5 ,949810582
4,4667,5 ,949919763
4,1964,5 ,949919681
4,3034,5 ,949949538
4,2845,4 ,949895887
4,285,3 ,949810534
4,14979,3 ,949919883
4,4288,3 ,949895772
4,5680,4 ,949810688
4,6142,1 ,949920135
4,8876,4 ,949919802
4,1109,4 ,949920028
4,1533,4 ,949811315
4,6235,5 ,949810582
4,96,5 ,949779091
4,3598,5 ,949949486
4,4471,5 ,949919938
4,10874,3 ,949810534
4,2483,5 ,949949538
4,7474,5 ,949949638
4,5448,4 ,949982238
4,8396,5 ,949949444
4,11059,5 ,949779022
4,3400,5 ,949919189
4,491,4 ,949919306
4,12583,5 ,949919247
4,448,5 ,949949396
4,6703,4 ,949919454
4,9792,4 ,949919322
4,4582,5 ,949949638
4,13821,5 ,949949638
4,13397,5 ,949896377
4,2991,5 ,949896377
4,5539,5 ,949949538
4,7804,5 ,949949638
4,920,5 ,949896244
4,4887,5 ,949919372
4,2655,5 ,949811523
4,5531,5 ,949895732
4,12420,5 ,949778771
4,5583,5 ,949919399
4,1352,5 ,949896275
4,1532,5 ,949919372
4,12139,5 ,949919419
4,12967,5 ,949779173
4,755,5 ,949811490
4,963,5 ,949779173
4,5006,5 ,949896244
4,14817,5 ,949896159
4,1964,5 ,949779173
4,2011,5 ,949778714
4,5858,5 ,949895708
4,15094,5 ,949810261
4,12942,5 ,949779173
4,4343,5 ,949811523
4,1071,5 ,949918693
4,3875,5 ,949779173
4,8535,5 ,949919372
4,7220,5 ,949896244
4,7991,5 ,949919519
4,3589,5 ,949811602
4,12565,5 ,949918743
4,11960,4 ,949811559
4,11060,5 ,949919591
4,5352,5 ,949811523
4,14696,5 ,949919372
4,7808,5 ,949949396
4,14380,4 ,949811559
4,3618,5 ,949811490
4,14015,5 ,949918743
4,8488,4 ,949918927
4,6782,4 ,949811602
4,12517,4 ,949896275
4,1873,5 ,949982274
4,10004,5 ,949919247
4,3189,4 ,949810582
4,14504,4 ,949810302
4,11041,3 ,949920004
4,3744,4 ,949918787
4,12437,3 ,949918904
4,4444,3 ,949810688
4,9522,5 ,949896377
4,8798,5 ,949810261
4,6099,4 ,949810302
4,14477,5 ,949895772
4,9240,3 ,949811230
4,5180,5 ,949919978
4,10519,4 ,949811559
4,908,5 ,949896244
4,12923,1 ,949895864
4,9016,5 ,949919738
4,6912,4 ,949810688
4,10518,2 ,949895956
4,13105,5 ,949810261
4,8431,5 ,949810261
4,9247,5 ,949918743
4,5712,3 ,949949538
4,14935,5 ,949811559
4,14849,5 ,949896309
4,10352,5 ,949811602
4,11423,3 ,949895907
4,12520,2 ,949918970
4,9308,5 ,949896070
4,7416,4 ,949919454
4,6067,5 ,949778771
4,1846,4 ,949811738
4,1017,4 ,949896114
4,2665,4 ,949982239
4,3344,4 ,949896183
4,7498,5 ,949810618
4,6242,3 ,949896114
4,15131,5 ,949918648
4,2758,5 ,949949444
4,1724,5 ,949919306
4,11732,4 ,949982239
4,5696,5 ,949949444
4,9447,5 ,949896114
4,9893,5 ,949949638
4,14799,5 ,949896183
4,8126,4 ,949920028
4,9337,5 ,949949538
4,6137,5 ,949896114
4,10992,5 ,949949396
4,8878,4 ,949896114
4,4847,5 ,949919399
4,1899,3 ,949896309
4,9152,5 ,949918927
4,1855,5 ,949918994
4,14665,4 ,949919763
4,8517,5 ,949896070
4,3886,4 ,949982239
4,2683,4 ,949896114
4,14986,5 ,949811603
4,14696,5 ,949896070
4,8756,5 ,949896070
4,2405,3 ,949896070
4,3525,5 ,949918764
4,8199,4 ,949811559
4,5792,3 ,949896309
4,2474,5 ,949895772
4,8119,5 ,949919556
4,6293,4 ,949918927
4,14518,4 ,949811603
4,8406,4 ,949918994
4,13570,5 ,949918994
4,10286,4 ,949810302
4,13467,5 ,949982274
4,13755,5 ,949918875
4,6261,4 ,949896275
4,13927,1 ,949895993
4,7585,5 ,949810582
4,7904,5 ,949810261
4,14429,3 ,949918671
4,9776,4 ,949896497
4,5695,4 ,949896497
4,15099,5 ,949811523
4,108,5 ,949810582
4,6354,4 ,949778714
4,1512,1 ,949896521
4,2579,5 ,949919399
4,8718,5 ,949811490
4,11336,4 ,949811603
4,10874,5 ,949896070
4,13920,5 ,949811738
4,1850,3 ,949811230
4,10397,3 ,949918875
4,10638,5 ,949896114
4,3889,5 ,949896377
4,9125,2 ,949896309
4,572,1 ,949896309
4,10071,4 ,949810534
4,6455,5 ,949811559
4,6996,5 ,949896070
4,13851,3 ,949896015
4,12478,5 ,949918807
4,14280,5 ,949810261
4,1670,3 ,949896543
4,12720,5 ,949949444
4,976,4 ,949811559
4,10190,5 ,949919419
4,12127,5 ,949919656
4,7807,4 ,949918715
4,9490,4 ,949896275
4,15068,4 ,949811603
4,9255,5 ,949919738
4,14272,4 ,949918904
4,14338,2 ,949778946
4,4988,4 ,949811523
4,6207,5 ,949918970
4,4051,4 ,949919738
4,10313,3 ,949919845
4,1430,5 ,949895732
4,5447,2 ,949982238
5,4519,4 ,1163374957
5,1623,4 ,1163374952
5,5778,4 ,1163374639
5,10993,4 ,1163374242
5,3047,4 ,1163374404
5,8319,4 ,1163373762
5,12374,5 ,1163373208
5,6262,4 ,1163373636
5,9134,4 ,1163374152
5,9497,4 ,1163373752
5,11045,4 ,1163373755
5,13675,4 ,1163373610
5,14350,4 ,1163374477
5,14583,5 ,1163373718
5,12890,4 ,1163374392
5,10256,4 ,1163373551
5,12783,4 ,1163374190
5,6954,5 ,1163373711
5,12144,4 ,1163374993
5,8421,3 ,1163373651
5,8852,4 ,1163373135
5,5362,4 ,1163374286
5,13603,4 ,1163373316
5,10710,5 ,1163373103
5,389,3 ,1163374173
5,13552,3 ,1163374239
5,14729,4 ,1163374582
5,1067,4 ,1163374495
5,5737,5 ,1163373044
5,12956,4 ,1163374165
5,12346,5 ,1163374608
5,9368,4 ,1163374562
5,630,4 ,1163374214
5,3685,4 ,1163373744
5,4330,4 ,1163374601
5,7592,5 ,1163374251
5,9888,5 ,1163373726
5,11696,4 ,1163373675
5,919,4 ,1163374324
5,1997,4 ,1163374593
5,10504,2 ,1163373188
5,7247,5 ,1163373109
5,4095,4 ,1163373276
5,6039,4 ,1163373251
5,4711,4 ,1163374184
5,6588,4 ,1163373193
5,13971,4 ,1163374290
5,5259,4 ,1163373679
5,12912,5 ,1163373293
5,8734,4 ,1163374246
5,1069,4 ,1163373743
5,4729,4 ,1163374947
5,12880,4 ,1163374278
5,8741,4 ,1163374127
5,4149,4 ,1163374263
5,4761,4 ,1163374408
5,5592,4 ,1163374137
5,8282,4 ,1163373148
5,3146,5 ,1163374235
5,14378,4 ,1163374198
5,11101,4 ,1163373273
5,2992,4 ,1163375025
5,13084,4 ,1163373696
5,5558,5 ,1163375145
5,10769,4 ,1163374103
5,991,4 ,1163374354
5,8380,5 ,1163375033
5,7469,4 ,1163375131
5,4076,3 ,1163373548
5,13852,5 ,1163373616
5,6708,4 ,1163374995
5,725,5 ,1163373299
5,8466,5 ,1163373606
5,5020,4 ,1163374443
5,11950,4 ,1163374206
5,2287,5 ,1163374389
6,1196,4 ,1109258212
6,3758,2 ,1108134263
6,12294,2 ,1109258228
6,8344,5 ,1108134539
6,14248,4 ,1108134269
6,9304,4 ,1108134299
6,11525,5 ,1108134266
6,3160,5 ,1108134284
6,10795,5 ,1109258196
6,5882,5 ,1108134309
6,6981,5 ,1108134339
6,13087,2 ,1109258181
6,10273,2 ,1109258179
6,7944,2 ,1109258281
6,3259,2 ,1109258194
6,10823,1 ,1108134334
6,5593,3 ,1108134344
6,4802,3 ,1108134289
6,6526,4 ,1109258270
6,10532,4 ,1109258285
6,3435,4 ,1109258175
6,4724,4 ,1108134291
6,2615,3 ,1109258245
6,14178,4 ,1108134293
6,13057,1 ,1109258202
6,10533,2 ,1108134271
6,6744,4 ,1108134274
6,4847,3 ,1109258257
6,13012,5 ,1108134545
6,14389,3 ,1109258199
6,3258,1 ,1108134337
6,8835,4 ,1109258183
6,8936,4 ,1109258250
6,2917,2 ,1109258190
6,9356,2 ,1109258217
6,6616,2 ,1109258226
7,10276,3 ,851866703
7,8464,3 ,851869035
7,797,3 ,851867289
7,12330,3 ,851868750
7,9565,4 ,851867861
7,9655,4 ,851866901
7,8907,3 ,851866744
7,12827,5 ,851868188
7,7765,4 ,851866720
7,8406,4 ,851866704
7,3160,4 ,851868206
7,4436,2 ,851868704
7,12640,3 ,851868705
7,12603,5 ,851869062
7,5765,3 ,851868188
7,7334,2 ,851869161
7,8931,5 ,851868187
7,8083,3 ,851868524
7,11551,3 ,851867345
7,10528,3 ,851867621
7,3583,3 ,851867941
7,6438,3 ,851868188
7,8778,3 ,851867436
7,6289,3 ,851868020
7,13553,3 ,851867790
7,1099,3 ,851869291
7,2530,4 ,851869291
7,11104,4 ,851869161
7,10658,3 ,851867669
7,150,4 ,851868246
7,13846,3 ,851867688
7,10043,4 ,851869035
7,14236,4 ,851868019
7,8146,4 ,851868044
7,6789,3 ,851869140
7,5182,4 ,851868186
7,9147,3 ,851868863
7,7430,4 ,851868020
7,3484,3 ,851868044
7,3607,3 ,851868074
7,6727,4 ,851866806
7,14221,3 ,851866744
7,7304,5 ,851868019
7,10680,2 ,851866784
7,3444,1 ,851866704
7,12511,1 ,851866763
7,6863,5 ,851868020
7,14980,3 ,851866703
7,6719,2 ,851866744
7,5449,4 ,851868289
7,11908,3 ,851869102
7,4658,3 ,851866744
7,11793,4 ,851867320
7,2591,4 ,851867289
7,12815,3 ,851868308
7,7897,3 ,851867553
7,7316,3 ,851869103
7,7596,4 ,851867289
7,9031,5 ,851868019
7,4536,5 ,851869034
7,8375,3 ,851867289
7,4735,5 ,851869035
7,1921,5 ,851869034
7,3952,4 ,851867379
7,6756,5 ,851868044
7,8560,5 ,851868246
7,13997,4 ,851868321
7,13518,4 ,851869062
7,14587,5 ,851868289
7,1269,3 ,851867436
7,2174,4 ,851869080
7,12783,3 ,851867436
7,2839,4 ,851868332
7,14782,4 ,851867401
7,7118,3 ,851867320
7,13236,3 ,851868471
7,9344,4 ,851868471
7,5687,3 ,851867401
7,3779,3 ,851866935
7,7813,3 ,851869160
7,4357,3 ,851869102
7,11987,2 ,851869230
7,12264,4 ,851869035
7,7583,3 ,851869140
7,7123,3 ,851869062
7,2135,3 ,851867688
7,11607,5 ,851866978
7,12467,1 ,851869140
8,1059,5 ,1154465405
8,12722,3 ,1154389572
8,362,5 ,1154464836
8,12514,5 ,1154400173
8,4732,4 ,1154473268
8,6075,4 ,1154464829
8,6142,2 ,1154389420
8,10361,4 ,1154465380
8,4821,5 ,1154464714
8,13420,4 ,1154400390
8,14162,5 ,1154400475
8,666,4 ,1154389356
8,10249,2 ,1154400357
8,15028,5 ,1154400170
8,6644,5 ,1154389386
8,14288,4 ,1154464853
8,9251,5 ,1154464833
8,12016,4 ,1154400284
8,8463,4 ,1154389432
8,3344,5 ,1154400181
8,3335,4 ,1154464841
8,14765,4 ,1154464887
8,3499,4 ,1154464730
8,7333,4 ,1154464769
8,6244,4 ,1154465573
8,11443,4 ,1154465394
8,1971,4 ,1154465555
8,9905,4 ,1154464811
8,11918,3 ,1154465230
8,9493,4 ,1154464747
8,12976,4 ,1154464720
8,10532,4 ,1154400465
8,1338,1 ,1154474527
8,12700,4 ,1154465285
8,10932,3 ,1154400324
8,4604,4 ,1154465235
8,3749,3 ,1154389408
8,6504,4 ,1154464990
8,8771,5 ,1154389385
8,10061,4 ,1154389491
8,4917,4 ,1154473252
8,13732,3 ,1154400308
8,6830,5 ,1154400458
8,13329,4 ,1154389528
8,1637,5 ,1154473322
8,8265,4 ,1154473259
8,9722,3 ,1154389460
8,6606,3 ,1154465222
8,1055,5 ,1154464735
8,13404,5 ,1154400414
8,14392,4 ,1154464850
8,11926,5 ,1154473217
8,4169,4 ,1154389340
8,11702,4 ,1154400351
8,10572,5 ,1154464889
8,13326,5 ,1154464738
8,14010,4 ,1154464944
8,11433,5 ,1154464717
8,14190,3 ,1154389541
8,12705,5 ,1154465558
8,128,4 ,1154400340
8,5648,4 ,1154473419
8,334,3 ,1154400360
8,8086,5 ,1154464950
8,6249,5 ,1154473364
8,11615,4 ,1154464901
8,13664,5 ,1154400266
8,1014,5 ,1154400441
8,12106,4 ,1154400198
8,2125,4 ,1154389482
8,6511,4 ,1154465526
8,15018,5 ,1154464873
8,3243,4 ,1154400245
8,11600,5 ,1154465279
8,15024,5 ,1154464905
8,13243,4 ,1154464915
8,11217,3 ,1154400334
8,9027,4 ,1154464808
8,7100,4 ,1154400398
8,2001,5 ,1154400383
8,9620,4 ,1154465373
8,2854,4 ,1154464819
8,7363,4 ,1154389449
8,2556,5 ,1154400236
8,13761,4 ,1154389552
8,5888,5 ,1154400449
8,6383,4 ,1154464756
8,11611,4 ,1154400407
8,6158,4 ,1154465399
8,5915,3 ,1154465385
9,1968,4 ,938629179
9,2459,4 ,938628337
9,15091,3 ,938628655
9,10584,5 ,938629110
9,14533,3 ,938628897
9,13669,4 ,938628966
9,4384,4 ,938628777
9,4872,4 ,938628577
9,3457,5 ,938628843
9,14549,5 ,938628337
9,10813,4 ,938628843
9,4240,5 ,938628843
9,10452,2 ,938628337
9,721,5 ,938629250
9,14980,3 ,938629470
9,8423,4 ,938628655
9,6029,4 ,938628450
9,13814,3 ,938628655
9,8344,2 ,938628777
9,10328,4 ,938629341
9,7665,4 ,938629054
9,12886,5 ,938628690
9,7472,4 ,938628966
9,1212,3 ,938629470
9,4935,5 ,938628966
9,7659,4 ,938629341
9,13522,4 ,938629522
9,3678,4 ,938629747
9,14215,4 ,938629053
9,997,3 ,938629053
9,11868,3 ,938628777
9,11089,4 ,938628897
9,3886,4 ,938629341
9,7372,2 ,938629250
9,5906,4 ,938628843
9,6988,4 ,939122916
9,1620,4 ,938628577
9,13587,2 ,938629681
9,8965,3 ,938629681
9,13725,4 ,938628966
9,86,2 ,938629341
9,13755,5 ,938628450
9,5637,3 ,938628843
9,13991,4 ,938627748
9,6439,4 ,938629681
10,1406,5 ,942766420
10,13392,4 ,942766793
10,5779,4 ,942766515
10,7608,3 ,942766603
10,392,4 ,942766603
10,60,3 ,942767328
10,13872,4 ,942766974
10,7972,3 ,942767258
10,14203,3 ,942766420
10,13560,2 ,942767328
10,14274,4 ,942767328
10,11859,4 ,942767258
10,11002,4 ,942767258
10,14113,4 ,942767258
10,7170,4 ,942767258
10,441,4 ,942767258
10,9903,3 ,942767328
10,6140,4 ,942767258
10,10181,4 ,942767258
10,3824,5 ,942766420
10,8362,4 ,942766420
10,3631,3 ,942766725
10,1884,3 ,942766845
10,9159,5 ,942767029
10,9814,3 ,942766679
10,8052,4 ,942766472
10,7056,5 ,942766472
10,12925,2 ,942766845
10,12326,5 ,942766515
10,9391,3 ,942766472
10,10599,5 ,942766991
10,2636,4 ,942767328
10,11721,2 ,942767328
10,10183,4 ,942766845
10,3568,5 ,942766515
10,361,5 ,942766109
10,13018,3 ,942766251
10,13393,3 ,942766213
10,12087,4 ,942766029
10,14696,3 ,942766164
10,11375,4 ,942765978
10,6650,2 ,942766213
10,2147,5 ,942767121
10,6230,2 ,942766251
10,7690,3 ,942766059
10,6921,4 ,942767571
11,4911,5 ,1391658537
11,8522,1 ,1391656827
11,1897,4 ,1391657561
11,13908,3 ,1391657297
11,11350,5 ,1391658423
11,1552,5 ,1391658505
11,2632,4 ,1391656845
11,10341,5 ,1391658556
11,2935,5 ,1391658634
11,5838,5 ,1391658440
11,6832,5 ,1391658667
11,5831,3 ,1391657062
11,10500,4 ,1391657376
11,12900,5 ,1391657543
11,12388,3 ,1391658583
11,11969,3 ,1391657112
11,3544,3 ,1391658601
12,4798,3 ,968045587
12,12240,1 ,968045407
12,2297,3 ,968045438
12,10111,2 ,968045353
12,11302,1 ,968045732
12,1578,4 ,968045680
12,13889,3 ,968045764
12,12509,1 ,968045500
12,1899,2 ,968045561
12,8928,3 ,968045500
12,3086,1 ,955407153
12,9560,5 ,968045353
12,9007,5 ,955407153
12,13515,2 ,968045354
12,8222,5 ,968045354
12,4639,1 ,955407153
12,4962,1 ,968045475
12,9445,4 ,968045475
12,14364,2 ,968045438
12,7710,3 ,968045529
12,8050,2 ,955407153
12,6998,2 ,968045475
12,14654,4 ,968045680
12,11158,1 ,968045475
12,12650,2 ,968045764
12,5776,4 ,968045407
12,13181,2 ,968045732
12,4335,1 ,968045379
12,11945,3 ,968045649
12,9004,2 ,968045354
12,10524,4 ,968045529
12,9167,1 ,968045732
12,11436,4 ,968045379
12,8592,4 ,955407153
12,2556,3 ,968045619
12,1233,2 ,968045680
12,6405,2 ,968045619
12,7615,1 ,968045232
12,10674,5 ,968045232
12,14060,3 ,968045232
12,15009,4 ,968045232
12,14592,1 ,968045198
12,9886,3 ,968045198
12,1659,3 ,968045172
12,10233,5 ,968045142
12,12036,2 ,968045142
12,459,2 ,968045106
12,4296,4 ,968045106
12,6583,2 ,968045074
12,11287,1 ,968045074
12,11321,3 ,968045015
12,12131,5 ,968045015
12,5235,3 ,968045015
12,3215,5 ,968045015
12,3688,2 ,968044981
12,9191,2 ,968044981
12,9158,3 ,968044981
12,10746,5 ,968044949
12,9867,3 ,968044949
12,11943,2 ,968044949
13,12406,5 ,1331380058
13,1189,3 ,1331380914
13,7595,4 ,1331380038
13,4469,4 ,1331379348
13,8351,4 ,1331380895
13,14481,5 ,1331380029
13,5287,5 ,1331380018
13,10868,5 ,1331379479
13,8004,3 ,1331380025
13,352,4 ,1331379485
13,14723,4 ,1331380901
13,12958,4 ,1331379483
13,782,3 ,1331380851
13,125,4 ,1331380062
13,13934,4 ,1331379366
13,12669,4 ,1331380871
13,6150,3 ,1331379520
13,2602,4 ,1331380814
13,12737,3 ,1331380845
13,10632,3 ,1331379386
13,12433,4 ,1331380745
13,5551,4 ,1331380741
13,10376,3 ,1331380888
13,658,4 ,1331379777
13,8573,4 ,1331379470
13,2299,3 ,1331380765
13,13812,3 ,1331380731
13,14886,3 ,1331379494
13,7048,3 ,1331380761
13,5960,3 ,1331380738
13,6020,4 ,1331380752
13,12835,4 ,1331379342
13,7409,4 ,1331379599
13,1497,3 ,1331379574
13,6248,4 ,1331380721
13,12764,5 ,1331379506
13,2151,3 ,1331379589
13,15045,4 ,1331379530
13,7553,5 ,1331380145
13,4390,4 ,1331380834
13,12076,5 ,1331380883
14,11380,1 ,976243997
14,7235,4 ,976243997
14,465,3 ,976243912
14,11506,3 ,976244179
14,7259,2 ,976244179
14,9925,3 ,976244471
14,234,3 ,976243933
14,3978,2 ,976244131
14,4782,3 ,976244313
14,6125,2 ,976244367
14,11094,3 ,976244524
14,11506,2 ,976244287
14,4903,4 ,976244591
14,14833,2 ,976244564
14,13231,5 ,976244313
14,10277,3 ,976243997
14,9499,3 ,976244423
14,1963,4 ,976244205
14,14039,3 ,976244107
14,13866,4 ,976244343
15,3668,2 ,997938310
15,3830,2 ,1134521380
15,14603,5 ,1093070098
15,3240,4 ,1040205753
15,858,3 ,1093028290
15,7820,3 ,1093028381
15,10644,3 ,1166586286
15,639,4 ,1093070150
15,534,3 ,997939404
15,13646,1 ,1093028409
15,13437,5 ,1058249528
15,2358,3 ,1093070415
15,9518,3 ,1033345172
15,6110,4 ,997938466
15,2336,3 ,997938310
15,7914,1 ,1033345287
15,14678,3 ,1093028334
15,7147,3 ,1122576665
15,2416,5 ,1054449816
15,14690,5 ,997938500
15,4000,3 ,1093070271
15,9060,2 ,1093028336
15,4732,1 ,1093070467
15,4419,5 ,1044220302
15,11974,3 ,1166587063
15,9847,2 ,1093028331
15,4056,4 ,1134522072
15,5602,1 ,1093070113
15,7248,2 ,1166586594
15,381,3 ,1040205792
15,4740,5 ,997938500
15,9713,3 ,1093070156
15,116,4 ,997938358
15,9943,4 ,1245362506
15,1605,4 ,1134521543
15,12045,5 ,1075142933
15,6058,3 ,997939380
15,13794,1 ,1128274517
15,3699,2 ,1052896975
15,8622,1 ,1093028411
15,82,3 ,1093028319
15,5187,4 ,997938676
15,1896,2 ,1166586021
15,5037,4 ,997938413
15,8566,3 ,1093028183
15,7170,3 ,1166586376
15,5729,1 ,1093070329
15,4390,4 ,1166587180
15,1309,4 ,1046209579
15,1857,3 ,1166586276
15,8218,2 ,1052896916
15,847,1 ,1193435347
15,4882,2 ,1093070170
15,14136,2 ,1134521967
15,6030,2 ,1193435482
15,11669,2 ,1033345241
15,8656,5 ,1054449903
15,6437,1 ,1349622582
15,3404,4 ,997939415
15,2524,1 ,1134521432
15,3427,1 ,1033345068
15,5473,4 ,1093028308
15,10422,4 ,1033345227
15,11671,4 ,1033344772
15,8620,4 ,997939415
15,5783,4 ,1166586251
15,14198,5 ,997938656
15,9530,2 ,997938567
15,12710,2 ,1093070318
15,12405,2 ,1093028328
15,14762,5 ,997938437
15,14762,1 ,1058250479
15,1006,2 ,1093028372
15,1009,1 ,1093028298
15,7270,5 ,997938567
15,10045,5 ,997938771
15,13052,4 ,1054449869
15,10156,5 ,997938737
15,2805,4 ,997938894
15,7291,4 ,1052897100
15,3405,3 ,1052896866
15,2365,1 ,1093028399
15,13734,2 ,997938727
15,8099,3 ,1120209787
15,5335,2 ,1093028255
15,4710,2 ,997938391
15,4787,3 ,1122576622
15,3970,3 ,1058250589
15,8824,2 ,1093028220
15,3697,3 ,997939193
15,668,3 ,1093070088
15,13007,1 ,1122576667
15,13919,1 ,1058250631
15,8975,4 ,1058250490
15,14690,4 ,997939065
15,5533,2 ,1374637824
15,11009,4 ,1122576670
15,13559,2 ,1443385370
15,12701,3 ,1465793100
15,1740,4 ,1054449871
15,4301,4 ,1033344267
15,10503,4 ,997939179
15,10121,4 ,1166586661
15,1249,1 ,1465955324
15,1193,4 ,1132469126
15,11989,3 ,1093028320
15,8978,1 ,1093070102
15,6814,3 ,1058250627
15,6381,4 ,997938322
15,6949,1 ,1193435522
15,4542,3 ,1093028323
15,11376,5 ,997938567
15,13963,3 ,1134521456
15,7824,3 ,1166586067
15,13678,3 ,1093028384
15,9274,3 ,997939193
15,12568,3 ,1166586748
15,11726,1 ,997938905
15,6808,1 ,1093070332
15,13968,4 ,1093028414
15,13653,3 ,1035258747
15,5136,2 ,1093028394
15,3061,2 ,1093028389
15,3370,4 ,1443384915
15,14510,3 ,1166586387
15,13601,4 ,997937239
15,2403,3 ,1033345148
15,5320,2 ,1093028325
15,14105,2 ,1240203835
15,14291,5 ,997938438
15,10494,3 ,1093070381
15,6172,5 ,997938676
15,10574,2 ,997939055
15,6949,4 ,1033344257
15,10877,4 ,1361078504
15,8616,3 ,1166586512
15,5457,3 ,1141391972
15,7988,2 ,1093028377
15,344,1 ,1093028322
15,3403,1 ,1093028161
15,11675,4 ,997938451
15,13642,3 ,1093028142
15,11571,4 ,997939162
15,5284,5 ,997938500
15,8468,3 ,1245021392
15,1633,3 ,1093028267
15,8552,5 ,997938500
15,3295,3 ,1052896916
15,10716,3 ,1093070326
15,5998,2 ,1134521628
15,1197,4 ,1093028231
15,14797,2 ,1035258608
15,653,3 ,997939348
15,561,3 ,1052896916
15,8572,2 ,1052896867
15,6393,3 ,1093028406
15,11066,3 ,1033345122
15,5593,2 ,1166586237
15,7361,4 ,1093028260
15,10445,1 ,1093028237
15,9835,3 ,997938288
15,2541,3 ,1166586565
15,510,4 ,997938438
15,11409,2 ,1093070454
15,2454,4 ,1054450167
15,4440,3 ,1093028151
15,13180,3 ,1093070207
15,3739,3 ,1033344834
15,12283,1 ,1093028395
15,11420,2 ,1134521382
15,7797,3 ,1136904835
15,13058,5 ,997938391
15,13186,1 ,1128274713
15,14040,5 ,1054450008
15,2747,4 ,1134522085
15,3975,1 ,1166586002
15,7824,2 ,1166586995
15,8144,4 ,1035258747
15,7444,5 ,997938703
15,3075,4 ,997938567
15,4281,5 ,1058250570
15,1921,5 ,997938346
15,6587,5 ,997938346
15,1523,5 ,997938500
